Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Razor + unique peptides 25000am.1	Razor + unique peptides 25000am.2	Razor + unique peptides 25000am.3	Razor + unique peptides 2500am.1	Razor + unique peptides 2500am.2	Razor + unique peptides 2500am.3	Razor + unique peptides 250am.1	Razor + unique peptides 250am.2	Razor + unique peptides 250am.3	Unique peptides 25000am.1	Unique peptides 25000am.2	Unique peptides 25000am.3	Unique peptides 2500am.1	Unique peptides 2500am.2	Unique peptides 2500am.3	Unique peptides 250am.1	Unique peptides 250am.2	Unique peptides 250am.3	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Intensity	iBAQ	iBAQ 25000am.1	iBAQ 25000am.2	iBAQ 25000am.3	iBAQ 2500am.1	iBAQ 2500am.2	iBAQ 2500am.3	iBAQ 250am.1	iBAQ 250am.2	iBAQ 250am.3	LFQ intensity 25000am.1	LFQ intensity 25000am.2	LFQ intensity 25000am.3	LFQ intensity 2500am.1	LFQ intensity 2500am.2	LFQ intensity 2500am.3	LFQ intensity 250am.1	LFQ intensity 250am.2	LFQ intensity 250am.3	Potential contaminant	id	Peptide IDs	Peptide is razor	Oxidation (M) site IDs	Oxidation (M) site positions
sp|P46367|ALDH4_YEAST	sp|P46367|ALDH4_YEAST	19	19	19	sp|P46367|ALDH4_YEAST Potassium-activated aldehyde dehydrogenase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ALD4 PE=1 SV=2	1	19	19	19	17	14	16	16	17	17	17	17	16	17	14	16	16	17	17	17	17	16	54.3	54.3	56.723	519	519	0	220.41	7121600000	203470000	7455800	7804600	8613400	7256900	7662200	8201600	8323900	8497200	8476400	308570000	275850000	295590000	286110000	296660000	307720000	301650000	313030000	323740000		776	"597;1122;1146;1708;2017;2402;2497;2580;3077;3084;3964;5424;5633;5749;6157;6305;6496;6969;7087"	"True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True"		
"sp|P46654|RSSA2_YEAST;sp|P32905|RSSA1_YEAST"	"sp|P46654|RSSA2_YEAST;sp|P32905|RSSA1_YEAST"	"9;8"	"9;8"	"9;8"	"sp|P46654|RSSA2_YEAST 40S ribosomal protein S0-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS0B PE=1 SV=2;sp|P32905|RSSA1_YEAST 40S ribosomal protein S0-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RP"	2	9	9	9	9	9	9	9	8	9	9	9	9	9	9	9	9	8	9	9	9	9	60.7	60.7	27.962	252	"252;252"	0	48.492	12711000000	907900000	37355000	43166000	33592000	30766000	31718000	37977000	36658000	36885000	37905000	528720000	526490000	522580000	538010000	552010000	552860000	560810000	544830000	545950000		777	"1103;1555;1889;2761;3481;4180;4716;5356;6014"	"True;True;True;True;True;True;True;True;True"		
sp|P46655|SYEC_YEAST	sp|P46655|SYEC_YEAST	22	22	22	sp|P46655|SYEC_YEAST Glutamate--tRNA ligase, cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GUS1 PE=1 SV=3	1	22	22	22	17	16	17	19	18	19	19	19	19	17	16	17	19	18	19	19	19	19	34.7	34.7	80.842	708	708	0	218.29	6047400000	118580000	3964800	5295700	4106800	4328500	4661700	5044600	4657400	4749200	4979500	251010000	242290000	241420000	242820000	258620000	257570000	256200000	255190000	264760000		778	"37;399;436;619;1029;2227;2533;2720;2758;3087;3135;3482;3904;3905;4147;4355;4408;5762;5920;6353;6823;7055"	"True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True"		
sp|P46672|ARC1_YEAST	sp|P46672|ARC1_YEAST	9	9	9	sp|P46672|ARC1_YEAST tRNA-aminoacylation cofactor ARC1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ARC1 PE=1 SV=2	1	9	9	9	9	9	8	9	8	8	9	9	9	9	9	8	9	8	8	9	9	9	35.4	35.4	42.083	376	376	0	163.49	3164400000	126580000	4805700	6058300	5186200	4917500	4608300	4840200	4904200	5169800	5285600	130910000	141050000	131610000	137130000	133110000	136030000	131790000	139950000	134350000		779	"906;1420;1648;2157;2516;3248;5216;6174;6276"	"True;True;True;True;True;True;True;True;True"		
"sp|Q08745|RS10A_YEAST;sp|P46784|RS10B_YEAST"	"sp|Q08745|RS10A_YEAST;sp|P46784|RS10B_YEAST"	"5;5"	"5;5"	"5;5"	"sp|Q08745|RS10A_YEAST 40S ribosomal protein S10-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS10A PE=1 SV=1;sp|P46784|RS10B_YEAST 40S ribosomal protein S10-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN"	2	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	63.8	63.8	12.739	105	"105;105"	0	50.587	3205400000	457910000	19602000	21181000	20423000	18089000	19468000	19892000	16071000	16637000	17464000	148180000	134870000	128420000	139920000	145810000	151920000	120530000	130950000	123490000		781	"361;1549;2760;4589;6005"	"True;True;True;True;True"		
sp|P47143|ADK_YEAST	sp|P47143|ADK_YEAST	9	9	9	sp|P47143|ADK_YEAST Adenosine kinase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ADO1 PE=1 SV=1	1	9	9	9	9	8	9	8	8	9	9	9	9	9	8	9	8	8	9	9	9	9	39.4	39.4	36.372	340	340	0	128.74	2938100000	154640000	5443100	7649600	6212900	5952100	5642900	5990700	6875400	6867800	6397900	109890000	116320000	109690000	126830000	117600000	118550000	125370000	131920000	129680000		799	"638;1382;2338;3082;4151;4278;5385;5658;6092"	"True;True;True;True;True;True;True;True;True"		
sp|P47176|BCA2_YEAST	sp|P47176|BCA2_YEAST	11	9	9	sp|P47176|BCA2_YEAST Branched-chain-amino-acid aminotransferase, cytosolic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BAT2 PE=1 SV=1	1	11	9	9	9	7	8	8	8	8	8	7	8	9	7	8	8	8	8	8	7	8	31.9	31.9	41.624	376	376	0	129.94	3042200000	121690000	4885200	5423500	5039700	4949100	4804100	4924400	5279000	5007700	5158600	123680000	123760000	119270000	140910000	139130000	132630000	142200000	141370000	135770000		804	"345;663;954;1361;2041;2611;3528;3549;3609;5197;6916"	"True;True;True;False;True;True;False;True;True;True;True"		
sp|P48589|RS12_YEAST	sp|P48589|RS12_YEAST	8	8	8	sp|P48589|RS12_YEAST 40S ribosomal protein S12 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS12 PE=1 SV=1	1	8	8	8	8	8	8	7	8	8	8	8	8	8	8	8	7	8	8	8	8	8	60.1	60.1	15.471	143	143	0	117.2	5686100000	812300000	30856000	37977000	36031000	29754000	30104000	32252000	30629000	30294000	32213000	222170000	231420000	222480000	223000000	216270000	229900000	205120000	196160000	226520000		808	"2026;3369;4159;4160;4727;4898;5654;6681"	"True;True;True;True;True;True;True;True"		
sp|P49089|ASNS1_YEAST	sp|P49089|ASNS1_YEAST	15	15	11	sp|P49089|ASNS1_YEAST Asparagine synthetase [glutamine-hydrolyzing] 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ASN1 PE=1 SV=2	1	15	15	11	14	13	14	14	14	13	14	14	15	10	9	10	10	10	9	10	10	11	32.2	25	64.47	572	572	0	131.55	4153900000	125880000	4845300	5822200	5405500	4833900	5002900	5322600	5199900	5121100	5267300	167680000	176200000	171940000	184060000	176860000	179870000	177740000	180270000	174200000		811	"93;132;140;533;661;918;1176;2499;3751;4564;4666;5001;5534;6118;6918"	"True;True;True;True;True;True;True;True;True;True;True;True;True;True;True"		
sp|P49090|ASNS2_YEAST	sp|P49090|ASNS2_YEAST	12	8	8	sp|P49090|ASNS2_YEAST Asparagine synthetase [glutamine-hydrolyzing] 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ASN2 PE=1 SV=2	1	12	8	8	8	7	8	7	8	8	7	8	7	8	7	8	7	8	8	7	8	7	19.4	19.4	64.592	572	572	0	87.219	2607800000	86926000	2967500	3038500	3304000	3407100	3448500	3641300	3726600	3858800	3876900	96178000	105680000	105410000	116610000	115860000	113400000	119990000	116150000	122880000		812	"93;94;139;1839;2947;3673;3752;4564;5002;5492;5534;6918"	"False;True;True;True;True;True;True;False;True;True;False;False"		
sp|P49723|RIR4_YEAST	sp|P49723|RIR4_YEAST	16	16	16	sp|P49723|RIR4_YEAST Ribonucleoside-diphosphate reductase small chain 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RNR4 PE=1 SV=1	1	16	16	16	12	14	13	13	13	13	13	12	12	12	14	13	13	13	13	13	12	12	53.3	53.3	40.054	345	345	0	323.31	6130100000	218930000	7937000	9981400	9812000	9041000	8505800	8781200	9020100	8435600	9307000	241940000	229080000	241590000	256850000	255070000	250000000	240410000	252430000	255610000		818	"19;1070;1554;1685;1912;1988;2807;2808;2895;4292;5248;6135;6787;6948;6999;7122"	"True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True"		
"sp|P50095|IMDH3_YEAST;sp|P38697|IMDH2_YEAST"	sp|P50095|IMDH3_YEAST	"13;6"	"13;6"	"6;2"	sp|P50095|IMDH3_YEAST Inosine-5-monophosphate dehydrogenase 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=IMD3 PE=1 SV=1	2	13	13	6	12	10	11	11	12	11	12	12	12	6	5	6	6	6	5	6	6	6	33.5	17.4	56.584	523	"523;523"	0	243.25	2797700000	127170000	4946600	5642500	5820100	5078600	5302700	4923600	5348500	5154900	5375100	119340000	120000000	123170000	127510000	127620000	131750000	129920000	119160000	114820000		821	"1396;1463;1677;1678;2093;2224;3497;3815;4629;4630;4643;4901;5665"	"True;True;True;True;True;True;True;True;True;True;True;True;True"		
sp|P52910|ACS2_YEAST	sp|P52910|ACS2_YEAST	19	19	18	sp|P52910|ACS2_YEAST Acetyl-coenzyme A synthetase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ACS2 PE=1 SV=1	1	19	19	18	15	15	16	14	17	15	15	14	15	14	14	15	13	16	14	14	13	14	38.7	38.7	75.491	683	683	0	40.127	5757200000	164490000	6048200	7752400	6841700	6157500	6712200	7019000	6718300	6310000	6334400	234280000	238620000	243470000	244710000	235810000	256910000	245250000	253430000	255240000		828	"443;523;785;1060;1320;1548;2035;2287;2392;2424;2809;2884;3880;6139;6176;6205;6440;6690;6722"	"True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True"		
sp|P53090|ARO8_YEAST	sp|P53090|ARO8_YEAST	17	17	17	sp|P53090|ARO8_YEAST Aromatic/aminoadipate aminotransferase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ARO8 PE=1 SV=1	1	17	17	17	16	14	13	15	14	13	15	16	16	16	14	13	15	14	13	15	16	16	50.8	50.8	56.177	500	500	0	249.68	6189600000	213440000	8126100	9532000	8539500	8452500	8398200	8652100	8232400	8700600	8851300	256740000	267680000	254090000	287380000	279420000	274420000	273130000	264080000	262520000		830	"362;758;1045;1526;2345;2376;2408;3617;3662;3871;5070;5146;5311;5683;6859;7026;7079"	"True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True"		
sp|P53184|PNC1_YEAST	sp|P53184|PNC1_YEAST	7	7	7	sp|P53184|PNC1_YEAST Nicotinamidase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PNC1 PE=1 SV=1	1	7	7	7	7	6	7	7	6	7	7	7	7	7	6	7	7	6	7	7	7	7	45.4	45.4	24.993	216	216	0	298.27	5471300000	390810000	14848000	17721000	16726000	15271000	13404000	16506000	17052000	16896000	16595000	220030000	212410000	205870000	224100000	217040000	237450000	269710000	260240000	254860000		838	"208;511;2028;2029;4692;4756;6063"	"True;True;True;True;True;True;True"		
sp|P53221|RL26B_YEAST	sp|P53221|RL26B_YEAST	7	7	2	sp|P53221|RL26B_YEAST 60S ribosomal protein L26-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL26B PE=1 SV=2	1	7	7	2	7	6	6	6	6	6	6	7	7	2	2	2	2	2	2	1	2	2	30.7	8.7	14.235	127	127	0	8.5471	3445200000	430650000	14725000	21512000	19630000	14957000	15784000	17103000	15493000	18472000	18548000	126260000	153880000	153230000	164400000	137930000	151210000	140250000	154700000	155530000		840	"287;623;1593;3170;4946;4947;6450"	"True;True;True;True;True;True;True"		
sp|P53252|PIL1_YEAST	sp|P53252|PIL1_YEAST	11	10	10	sp|P53252|PIL1_YEAST Sphingolipid long chain base-responsive protein PIL1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PIL1 PE=1 SV=1	1	11	10	10	10	9	10	9	8	10	10	10	10	10	9	10	9	8	10	10	10	10	40.7	40.7	38.349	339	339	0	150.3	3468300000	192680000	7538200	8693000	8663700	7357900	6099500	8502200	7790800	8840900	8180900	144370000	157430000	151940000	157630000	149700000	154810000	142310000	155250000	141140000		844	"22;95;341;448;793;2090;2576;2691;4909;5043;5379"	"True;False;True;True;True;True;True;True;True;True;True"		
sp|P53691|PPID_YEAST	sp|P53691|PPID_YEAST	9	9	9	sp|P53691|PPID_YEAST Peptidyl-prolyl cis-trans isomerase CPR6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CPR6 PE=1 SV=1	1	9	9	9	8	6	4	8	9	6	7	7	6	8	6	4	8	9	6	7	7	6	36.4	36.4	42.071	371	371	0	98.044	2556200000	142010000	6058100	5733500	4725700	5141900	6262300	5520000	5628900	6708300	5190800	109630000	107500000	110850000	107900000	109550000	116180000	113620000	114990000	107900000		858	"1539;2545;2615;3074;3462;3696;4466;5750;6592"	"True;True;True;True;True;True;True;True;True"		
sp|P53839|GOR1_YEAST	sp|P53839|GOR1_YEAST	8	8	8	sp|P53839|GOR1_YEAST Glyoxylate reductase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GOR1 PE=1 SV=1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	32.9	32.9	38.831	350	350	0	114.3	2708600000	159330000	6016900	8079000	7001300	6700300	6170900	6562900	6496100	6320500	6645200	109010000	113130000	112650000	129020000	112450000	123790000	120050000	119410000	117560000		862	"681;1985;2559;3694;4079;5059;6088;6478"	"True;True;True;True;True;True;True;True"		
"sp|P53912|YNN4_YEAST;sp|P25608|YCZ2_YEAST;sp|P54007|YL460_YEAST"	sp|P53912|YNN4_YEAST	"10;1;1"	"10;1;1"	"10;1;1"	sp|P53912|YNN4_YEAST Uncharacterized protein YNL134C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YNL134C PE=1 SV=1	3	10	10	10	9	9	8	7	8	8	9	8	10	9	9	8	7	8	8	9	8	10	41.5	41.5	41.164	376	"376;368;376"	0	68.603	3842100000	202220000	6278800	9640100	8956500	7492400	7704700	8084600	8452700	8214400	9124300	158190000	168610000	159980000	176270000	172030000	165290000	173010000	165050000	161720000		870	"835;1571;2741;2815;3643;4493;4834;4922;6071;7022"	"True;True;True;True;True;True;True;True;True;True"		
sp|P54115|ALDH6_YEAST	sp|P54115|ALDH6_YEAST	21	21	21	sp|P54115|ALDH6_YEAST Magnesium-activated aldehyde dehydrogenase, cytosolic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ALD6 PE=1 SV=4	1	21	21	21	20	19	21	19	20	20	20	20	20	20	19	21	19	20	20	20	20	20	51.2	51.2	54.414	500	500	0	163.5	8763300000	292110000	11402000	15001000	14081000	10603000	11056000	12471000	11272000	10773000	12322000	373580000	379430000	376960000	375630000	368000000	376300000	371190000	359170000	366530000		876	"144;203;400;628;1368;2019;2404;2579;3042;3083;3143;3250;3352;3670;4933;5061;5552;5553;6087;6316;6535"	"True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True"		
sp|P54839|HMCS_YEAST	sp|P54839|HMCS_YEAST	21	21	21	sp|P54839|HMCS_YEAST Hydroxymethylglutaryl-CoA synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ERG13 PE=1 SV=1	1	21	21	21	15	15	17	17	15	17	17	17	16	15	15	17	17	15	17	17	17	16	57.6	57.6	55.013	491	491	0	323.31	8884200000	329040000	12017000	15473000	14581000	13361000	12018000	13166000	14009000	13756000	13325000	371790000	360350000	367020000	377470000	380450000	387230000	392310000	396150000	388040000		878	"302;411;687;1038;1039;1298;1954;2138;2216;3031;3076;3562;3870;4475;4787;5617;5780;6021;6171;6318;6901"	"True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True"		
sp|P60010|ACT_YEAST	sp|P60010|ACT_YEAST	21	21	21	sp|P60010|ACT_YEAST Actin OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ACT1 PE=1 SV=1	1	21	21	21	19	18	19	20	21	20	21	21	18	19	18	19	20	21	20	21	21	18	74.1	74.1	41.689	375	375	0	323.31	21092000000	917030000	35573000	39264000	41671000	34121000	36497000	36213000	36794000	36915000	34596000	862610000	826770000	809210000	888580000	868300000	906660000	869930000	917360000	926080000		881	"179;426;572;573;885;979;1261;1365;1845;2415;2523;2765;2766;3121;3478;4290;4850;5605;6045;6170;7037"	"True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True"	"151;152;153"	"47;110;325"
sp|Q00955|ACAC_YEAST	sp|Q00955|ACAC_YEAST	26	26	24	sp|Q00955|ACAC_YEAST Acetyl-CoA carboxylase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ACC1 PE=1 SV=2	1	26	26	24	23	22	22	22	23	22	24	22	21	21	20	20	20	21	20	22	20	19	16.1	15.2	250.35	2233	2233	0	198.98	3438500000	24215000	949840	1172600	1058600	944790	1008000	995550	1033400	888530	839390	141050000	155790000	143010000	146410000	154480000	151150000	153830000	143500000	146480000		890	"147;268;332;1461;1943;1990;2777;2789;3017;3556;3629;3785;3797;3887;4055;4070;4601;4961;5312;5375;5847;6062;6081;6527;6578;7126"	"True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True"		
sp|Q01855|RS15_YEAST	sp|Q01855|RS15_YEAST	2	2	2	sp|Q01855|RS15_YEAST 40S ribosomal protein S15 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS15 PE=1 SV=1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	16.9	16.9	16.002	142	142	0	14.256	4804200000	533800000	20172000	26270000	25878000	18261000	19260000	20883000	20285000	21323000	21082000	196550000	198160000	193040000	180910000	185070000	212750000	200690000	212260000	210920000		900	"3386;3781"	"True;True"		
"sp|Q02753|RL21A_YEAST;sp|Q12672|RL21B_YEAST"	"sp|Q02753|RL21A_YEAST;sp|Q12672|RL21B_YEAST"	"7;5"	"7;5"	"7;5"	"sp|Q02753|RL21A_YEAST 60S ribosomal protein L21-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL21A PE=1 SV=1;sp|Q12672|RL21B_YEAST 60S ribosomal protein L21-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN"	2	7	7	7	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	43.8	43.8	18.242	160	"160;160"	0	14.087	4666800000	518530000	20733000	26929000	24576000	19997000	19221000	19999000	19682000	19727000	20409000	200150000	235490000	240780000	194000000	192530000	194300000	191440000	181250000	186870000		908	"458;2458;3109;5502;5817;6303;6742"	"True;True;True;True;True;True;True"		
sp|Q03048|COFI_YEAST	sp|Q03048|COFI_YEAST	4	4	4	sp|Q03048|COFI_YEAST Cofilin OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=COF1 PE=1 SV=1	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	38.5	38.5	15.901	143	143	0	151.74	7134700000	891830000	34556000	42734000	37868000	35682000	36539000	37428000	35254000	36776000	36535000	303500000	305550000	281640000	329910000	332170000	325030000	324290000	320590000	332400000		912	"1479;1715;3075;5223"	"True;True;True;True"		
sp|Q03558|OYE2_YEAST	sp|Q03558|OYE2_YEAST	16	16	15	sp|Q03558|OYE2_YEAST NADPH dehydrogenase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=OYE2 PE=1 SV=3	1	16	16	15	16	15	15	16	16	14	15	15	16	15	14	14	15	15	13	14	14	15	53	50.5	45.01	400	400	0	323.31	4582600000	229130000	8734800	10102000	9145500	9070500	8590000	8833400	8538000	9690400	10222000	196320000	190070000	192760000	207210000	194280000	203020000	194400000	195710000	200650000		919	"199;462;750;1032;1594;1660;1661;1884;2738;3162;3412;4075;4359;5695;6634;6877"	"True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True"		
sp|Q04432|HSP31_YEAST	sp|Q04432|HSP31_YEAST	9	9	9	sp|Q04432|HSP31_YEAST Glutathione-independent glyoxalase HSP31 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HSP31 PE=1 SV=1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	51.9	51.9	25.67	237	237	0	224.47	6230200000	479250000	18650000	22240000	22739000	17752000	18572000	19504000	19100000	18275000	18685000	264550000	259550000	283600000	272370000	272000000	270840000	270710000	259100000	256690000		939	"1515;1698;4222;4554;4555;5281;5808;5815;6984"	"True;True;True;True;True;True;True;True;True"		
sp|Q05016|YM71_YEAST	sp|Q05016|YM71_YEAST	13	13	13	sp|Q05016|YM71_YEAST NADP-dependent 3-hydroxy acid dehydrogenase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YMR226C PE=1 SV=1	1	13	13	13	11	11	12	12	13	11	12	12	12	11	11	12	12	13	11	12	12	12	63.7	63.7	29.158	267	267	0	147.07	4764500000	297780000	11367000	13332000	11246000	12280000	12304000	12837000	11176000	12846000	12866000	192270000	192300000	195050000	219500000	209200000	216700000	212770000	201740000	205300000		948	"711;790;990;1590;1591;2818;2819;4658;5832;6101;6328;6345;6376"	"True;True;True;True;True;True;True;True;True;True;True;True;True"		
sp|Q08245|ZEO1_YEAST	sp|Q08245|ZEO1_YEAST	11	11	11	sp|Q08245|ZEO1_YEAST Protein ZEO1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ZEO1 PE=1 SV=3	1	11	11	11	11	11	10	11	10	10	11	11	11	11	11	10	11	10	10	11	11	11	58.4	58.4	12.589	113	113	0	323.31	6261500000	626150000	23579000	31393000	26148000	20993000	23686000	25571000	23357000	25341000	25675000	284930000	319190000	336260000	275270000	291220000	302050000	205050000	215150000	219420000		987	"1156;1397;1398;3194;3195;3333;3534;4443;4444;4445;5715"	"True;True;True;True;True;True;True;True;True;True;True"		
sp|Q08977|YP260_YEAST	sp|Q08977|YP260_YEAST	11	11	11	sp|Q08977|YP260_YEAST UPF0662 protein YPL260W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YPL260W PE=1 SV=1	1	11	11	11	10	9	9	10	9	9	10	10	8	10	9	9	10	9	9	10	10	8	31.9	31.9	62.779	551	551	0	147.09	3623600000	113240000	4660800	5042700	4605100	4990100	2237300	5210700	5654300	5279300	5365900	165050000	153900000	134160000	155870000	178260000	159640000	170580000	152810000	162200000		996	"1017;1141;2191;2278;2280;3783;4297;4665;5328;5721;6047"	"True;True;True;True;True;True;True;True;True;True;True"		
sp|Q12074|SPEE_YEAST	sp|Q12074|SPEE_YEAST	11	11	11	sp|Q12074|SPEE_YEAST Spermidine synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SPE3 PE=3 SV=1	1	11	11	11	8	9	9	10	9	9	11	11	11	8	9	9	10	9	9	11	11	11	47.8	47.8	33.324	293	293	0	98.509	3046600000	190410000	7305400	8253000	7748800	8263700	7697400	7667400	8307700	8108500	8192800	131690000	130540000	128360000	147220000	137230000	131990000	131560000	122850000	134740000		1001	"455;1055;1260;1541;2364;2754;3359;5822;6444;6484;7043"	"True;True;True;True;True;True;True;True;True;True;True"		
"sp|Q12213|RL7B_YEAST;sp|P05737|RL7A_YEAST"	"sp|Q12213|RL7B_YEAST;sp|P05737|RL7A_YEAST"	"17;16"	"17;16"	"17;16"	"sp|Q12213|RL7B_YEAST 60S ribosomal protein L7-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL7B PE=1 SV=3;sp|P05737|RL7A_YEAST 60S ribosomal protein L7-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL7"	2	17	17	17	14	13	15	13	14	15	13	14	14	14	13	15	13	14	15	13	14	14	62.7	62.7	27.696	244	"244;244"	0	73.321	11251000000	625060000	22449000	29902000	27490000	21430000	24951000	26678000	22482000	24794000	25224000	447490000	474830000	453240000	483000000	477570000	502740000	460960000	463470000	459990000		1015	"31;528;1734;2449;2450;2879;2880;2922;3358;3698;4073;4168;4818;5631;6469;6537;6930"	"True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True"		
sp|Q12335|PST2_YEAST	sp|Q12335|PST2_YEAST	7	7	7	sp|Q12335|PST2_YEAST Protoplast secreted protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PST2 PE=1 SV=1	1	7	7	7	6	7	6	7	6	5	6	6	5	6	7	6	7	6	5	6	6	5	78.3	78.3	20.965	198	198	0	174.33	3239200000	323920000	12344000	15362000	13775000	12808000	12121000	11750000	13672000	12239000	13100000	140510000	128330000	136030000	140490000	134630000	146660000	143620000	130450000	142000000		1026	"323;1686;2128;4700;5427;5781;6159"	"True;True;True;True;True;True;True"		
sp|Q12363|WTM1_YEAST	sp|Q12363|WTM1_YEAST	11	11	11	sp|Q12363|WTM1_YEAST Transcriptional modulator WTM1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=WTM1 PE=1 SV=1	1	11	11	11	10	8	9	11	11	11	9	10	11	10	8	9	11	11	11	9	10	11	37.5	37.5	48.382	437	437	0	88.924	4372000000	198730000	7518000	8424200	7523000	8026600	8247200	8226700	6130400	7207500	8919000	168720000	181270000	177140000	194980000	185090000	193970000	179650000	181340000	178920000		1029	"10;1655;1934;2773;4671;5365;5789;6025;6090;6225;7025"	"True;True;True;True;True;True;True;True;True;True;True"		
